url_pattern,view_symbol,urls_file,view_file,kind,decorators,drf_permission_classes,bases,roles_required,login_gated,role_gated,permission_gated,has_inline_auth_check,auth_mixin_gated,rbac_allow_reason,candidate_anonymous,unresolved,public_surface
lineage/,metadata_lineage_api,apps/metadata/urls.py,apps/metadata/views.py,func,require_super_access_with_host | require_http_methods(['GET']),,,,1,1,0,0,0,,0,0,0
lineage/graph/,metadata_lineage_graph_ui,apps/metadata/urls.py,apps/metadata/views.py,func,require_super_access_with_host | require_http_methods(['GET']),,,,1,1,0,0,0,,0,0,0
schema/,MigrationCloudSchemaView.as_view,apps/migration_cloud/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
docs/,MigrationCloudRedocView.as_view,apps/migration_cloud/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
webhooks/verifier/<str:asset>/,webhook_verifier_download,apps/migration_cloud/api/urls.py,,,,,,,0,0,0,0,0,,0,1,0
,views.MigrationCloudConsoleView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
new/,views.MigrationCloudIntakeView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
intake-ai-ask/,views.MigrationCloudIntakeAIAskView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/,views.MigrationCloudBundleDetailView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/attach-source/,views.MigrationCloudAttachSourceView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/bind-school/,views.MigrationCloudBindSchoolView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/ai-plan/,views.MigrationCloudAIPlanView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/ai-explain/,views.MigrationCloudAIExplainView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/ai-rebind/,views.MigrationCloudAIRebindView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/ai-ask/,views.MigrationCloudAIAskView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/ai-narrate-reconciliation/,views.MigrationCloudAINarrateReconciliationView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
ai-vendor-from-image/,views.MigrationCloudAIVendorFromImageView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/advance/,views.MigrationCloudAdvanceView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,track_workflow('migration_bundle_advance'),,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/apply/,views.MigrationCloudApplyView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,track_workflow('migration_bundle_apply'),,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/reconcile/,views.MigrationCloudReconcileView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/feedback/,views.MigrationCloudFeedbackView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/save-profile/,views.MigrationCloudSaveProfileView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/review/,views.MigrationCloudAnomalyNudgeView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/shadow/,views.MigrationCloudShadowView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/runs/<int:run_id>/rollback/,views.MigrationCloudRollbackView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/expected-totals/,views.MigrationCloudExpectedTotalsView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/guardrail-check/,views.MigrationCloudGuardrailCheckView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
id-map/lookup/,views.MigrationCloudIdMappingLookupView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/conflicts/,views.MigrationCloudConflictsView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/progress/,views.MigrationCloudProgressView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/progress/stream/,views.MigrationCloudProgressStreamView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/preflight/,views.MigrationCloudPreflightView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/assets/,views.MigrationCloudAssetsView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/sandbox/,views.MigrationCloudSandboxView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/diff-mode/,views.MigrationCloudDiffModeView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/settings/,views.MigrationCloudBundleSettingsView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/cost-estimate/,views.MigrationCloudCostEstimateView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
profile-suggest/,views.MigrationCloudProfileSuggestView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/handoff-doc/,views.MigrationCloudHandoffDocView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/legacy-lockout/,views.MigrationCloudLegacyLockoutView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
export/canonical/,views.MigrationCloudExportCanonicalView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/rollout/,views.MigrationCloudRolloutPlanView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<int:bundle_id>/sla-targets/,views.MigrationCloudSlaTargetsView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
merge/,views.MigrationCloudMergeBundlesView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
template/,views.MigrationCloudCanonicalTemplateView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
template/<str:domain>.csv,views.MigrationCloudCanonicalTemplateView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
template/picker/,views.MigrationCloudCanonicalTemplatePickerView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
companion/maa/text/,companion_receiver.maa_text_view,apps/migration_cloud/urls.py,,,,,,,0,0,0,0,0,,0,1,0
companion/maa/sign/,companion_receiver.MAASignView.as_view,apps/migration_cloud/urls.py,,,,,,,0,0,0,0,0,,0,1,0
companion/upload/,companion_receiver.CompanionUploadView.as_view,apps/migration_cloud/urls.py,,,,,,,0,0,0,0,0,,0,1,0
companion/decrypt/<int:bundle_id>/,companion_receiver.CompanionDecryptHookView.as_view,apps/migration_cloud/urls.py,,,,,,,0,0,0,0,0,,0,1,0
companion/server-pubkey/,companion_receiver.companion_server_pubkey_view,apps/migration_cloud/urls.py,,,,,,,0,0,0,0,0,,0,1,0
companion/keypair/rotate/,companion_receiver.CompanionKeypairRotateView.as_view,apps/migration_cloud/urls.py,,,,,,,0,0,0,0,0,,0,1,0
operator/tokens/,views_token_admin.MigrationCloudTokenListView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_token_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/tokens/mint/,views_token_admin.MigrationCloudTokenMintView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_token_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/tokens/<int:token_id>/revoke/,views_token_admin.MigrationCloudTokenRevokeView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_token_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/tokens/<int:token_id>/rotate/,views_token_admin.MigrationCloudTokenRotateView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_token_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/tokens/<int:token_id>/chain/,views_token_admin.TokenRotationChainView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_token_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/webhooks/,views_webhook_admin.MigrationCloudWebhookListView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_webhook_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/webhooks/subscribe/,views_webhook_admin.MigrationCloudWebhookSubscribeView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_webhook_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/webhooks/deliveries/,views_webhook_admin.MigrationCloudWebhookDeliveryLogView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_webhook_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/webhooks/deliveries/<int:delivery_id>/retry/,views_webhook_admin.MigrationCloudWebhookRetryView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_webhook_admin.py,class,staff_member_required,,View,,1,0,0,0,0,staff-only-operator-token-and-webhook-management,0,0,0
operator/webhooks/<int:sub_id>/audit/,views_webhook_admin.WebhookSubscriptionAuditView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_webhook_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-webhook-audit-view-deliveries,0,0,0
operator/webhooks/deliveries/<int:delivery_id>/replay/,views_webhook_admin.WebhookDeliveryReplayView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_webhook_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-webhook-manual-replay,0,0,0
operator/webhooks/<int:sub_id>/deactivate/,views_webhook_admin.MigrationCloudWebhookDeactivateView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_webhook_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-webhook-subscription-deactivate,0,0,0
operator/dlq/,views_dlq_admin.WebhookDeadLetterListView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_dlq_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-webhook-dlq-list,0,0,0
operator/dlq/<int:dlq_id>/replay/,views_dlq_admin.WebhookDeadLetterReplayView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_dlq_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-webhook-dlq-manual-replay,0,0,0
maa-v2-promotion/,views_maa_promotion.MAA_V2_PromotionDashboardView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_maa_promotion.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-view-maa-promotion-status,0,0,0
maa/v2-counsel-activate/,views_maa_counsel_activate.MAACounselActivateView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_maa_counsel_activate.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-maa-counsel-activate,0,0,0
audit/,views_audit_admin.MigrationCloudAuditView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_audit_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-audit-event-dashboard,0,0,0
audit/export/,views_audit_admin.MigrationCloudAuditExportView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_audit_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-audit-event-export,0,0,0
health/,views_health.MigrationCloudHealthView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_health.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-migration-cloud-health-status,0,0,0
lms/diagnostics/,views_lms_diagnostics.lms_diagnostics,apps/migration_cloud/urls.py,apps/migration_cloud/views_lms_diagnostics.py,func,staff_member_required | require_http_methods(['GET']),,,,1,0,0,0,0,super-staff-migration-cloud-lms-diagnostics,0,0,0
lms/diagnostics/force-refresh/,views_lms_diagnostics.lms_diagnostics_force_refresh,apps/migration_cloud/urls.py,apps/migration_cloud/views_lms_diagnostics.py,func,staff_member_required | require_http_methods(['POST']),,,,1,0,0,0,0,super-staff-migration-cloud-lms-force-refresh,0,0,0
lms/diagnostics/force-rotate/,views_lms_diagnostics.lms_diagnostics_force_rotate,apps/migration_cloud/urls.py,apps/migration_cloud/views_lms_diagnostics.py,func,staff_member_required | require_http_methods(['POST']),,,,1,0,0,0,0,super-staff-migration-cloud-lms-force-rotate,0,0,0
lms/diagnostics/action-history/,views_lms_diagnostics.lms_diagnostics_action_history,apps/migration_cloud/urls.py,apps/migration_cloud/views_lms_diagnostics.py,func,staff_member_required | require_http_methods(['GET']),,,,1,0,0,0,0,super-staff-migration-cloud-lms-action-history,0,0,0
lms/diagnostics/retention-preview/,views_lms_diagnostics.lms_diagnostics_retention_preview,apps/migration_cloud/urls.py,apps/migration_cloud/views_lms_diagnostics.py,func,staff_member_required | require_http_methods(['GET']),,,,1,0,0,0,0,super-staff-migration-cloud-lms-retention-preview,0,0,0
lms/diagnostics/retention-purge/,views_lms_diagnostics.lms_diagnostics_retention_purge,apps/migration_cloud/urls.py,apps/migration_cloud/views_lms_diagnostics.py,func,staff_member_required | require_http_methods(['POST']),,,,1,0,0,0,0,super-staff-migration-cloud-lms-retention-purge,0,0,0
command-center/,views_command_center.MigrationCloudCommandCenterView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_command_center.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-migration-cloud-command-center,0,0,0
vendor-write-status/,_views_vendor_write_status.VendorWriteStatusView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/api/views_vendor_write_status.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-vendor-write-authorization-status,0,0,0
smoke/trigger/,views_smoke_trigger.SmokeRunTriggerView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_smoke_trigger.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-migration-cloud-smoke-on-demand-trigger,0,0,0
dsar/runbook/,views_dsar_admin.DSARRunbookView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_dsar_admin.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-dsar-runbook-view-record,0,0,0
smoke/history/,views_smoke_history.SmokeRunHistoryView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_smoke_history.py,class,staff_member_required,,View,,1,0,0,0,0,super-staff-migration-cloud-smoke-history,0,0,0
connectors/operator/,views_connectors.MigrationCloudConnectorOperatorView.as_view,apps/migration_cloud/urls.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | TemplateView,,1,0,0,0,1,,0,0,0
,views_connectors.MigrationCloudConnectorHomeView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | TemplateView,,1,0,0,0,1,,0,0,0
connect/,views_connectors.MigrationCloudConnectorConnectView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,csrf_protect,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
upload/,views_tenant_upload.TenantMigrationUploadView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_tenant_upload.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
bundle/<int:bundle_id>/review/,views_tenant_upload.TenantMigrationReviewView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_tenant_upload.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
bundle/<int:bundle_id>/progress/,views_tenant_upload.TenantMigrationProgressView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_tenant_upload.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
bundle/<int:bundle_id>/apply/,views_tenant_upload.TenantMigrationApplyView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_tenant_upload.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
bundle/<int:bundle_id>/repair/,views_tenant_upload.TenantMigrationRepairView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_tenant_upload.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:connection_id>/discover/,views_connectors.MigrationCloudConnectorDiscoverView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:connection_id>/discover/<uuid:run_id>/mapping/,views_connectors.MigrationCloudConnectorMappingView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:connection_id>/discover/<uuid:run_id>/validate/,views_connectors.MigrationCloudConnectorValidateView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:connection_id>/quarantine/<uuid:batch_id>/,views_connectors.MigrationCloudConnectorQuarantineView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | TemplateView,,1,0,0,0,1,,0,0,0
<uuid:connection_id>/import/<uuid:batch_id>/,views_connectors.MigrationCloudConnectorImportView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:connection_id>/review/<uuid:import_run_id>/,views_connectors.MigrationCloudConnectorReviewView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,,,LoginRequiredMixin | TemplateView,,1,0,0,0,1,,0,0,0
<uuid:connection_id>/revoke/,views_connectors.MigrationCloudConnectorRevokeView.as_view,apps/migration_cloud/urls_connectors.py,apps/migration_cloud/views_connectors.py,class,csrf_protect,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
,views_customer.MigrationIntakeListView.as_view,apps/migration_cloud/urls_customer.py,apps/migration_cloud/views_customer.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
start/,views_customer.MigrationIntakeStartView.as_view,apps/migration_cloud/urls_customer.py,apps/migration_cloud/views_customer.py,class,csrf_protect,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:id>/sign-maa/,views_customer.MigrationIntakeMAASignView.as_view,apps/migration_cloud/urls_customer.py,apps/migration_cloud/views_customer.py,class,csrf_protect,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:id>/status/,views_customer.MigrationIntakeStatusView.as_view,apps/migration_cloud/urls_customer.py,apps/migration_cloud/views_customer.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:id>/status/stream/,views_customer.MigrationIntakeStatusStreamView.as_view,apps/migration_cloud/urls_customer.py,apps/migration_cloud/views_customer.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:id>/abandon/,views_customer.MigrationIntakeAbandonView.as_view,apps/migration_cloud/urls_customer.py,apps/migration_cloud/views_customer.py,class,csrf_protect,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:intake_id>/consent/,views_guardian_consent_admin.GuardianConsentCampaignStatusView.as_view,apps/migration_cloud/urls_guardian_consent.py,apps/migration_cloud/views_guardian_consent_admin.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:intake_id>/consent/campaign/start/,views_guardian_consent_admin.GuardianConsentCampaignStartView.as_view,apps/migration_cloud/urls_guardian_consent.py,apps/migration_cloud/views_guardian_consent_admin.py,class,csrf_protect,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
<uuid:intake_id>/consent/<uuid:token_id>/resend/,views_guardian_consent_admin.GuardianConsentResendView.as_view,apps/migration_cloud/urls_guardian_consent.py,apps/migration_cloud/views_guardian_consent_admin.py,class,csrf_protect,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
workbench/,views.operator_workbench,apps/orchestration/urls.py,apps/orchestration/views.py,func,staff_member_required,,,,1,0,0,0,0,,0,0,0
runs/<int:run_id>/retry/,views.retry_run,apps/orchestration/urls.py,apps/orchestration/views.py,func,staff_member_required,,,,1,0,0,0,0,,0,0,0
api/runs/,api.runs_list_or_create,apps/orchestration/urls.py,,,,,,,0,0,0,0,0,,0,1,0
api/runs/<int:run_id>/,api.run_detail,apps/orchestration/urls.py,apps/payroll/views.py,func,"require_permission('payroll.view', 'payroll.manage')",,,,1,0,1,0,0,,0,0,0
api/runs/<int:run_id>/events/,api.run_events,apps/orchestration/urls.py,,,,,,,0,0,0,0,0,,0,1,0
api/runs/<int:run_id>/cancel/,api.run_cancel,apps/orchestration/urls.py,,,,,,,0,0,0,0,0,,0,1,0
api/runs/<int:run_id>/retry/,api.run_retry,apps/orchestration/urls.py,,,,,,,0,0,0,0,0,,0,1,0
api/slo/,api.slo_snapshot,apps/orchestration/urls.py,,,,,,,0,0,0,0,0,,0,1,0
,dashboard,apps/payroll/urls.py,apps/payroll/views.py,func,"require_permission('payroll.view', 'payroll.manage')",,,,1,0,1,0,0,,0,0,0
runs/create/,create_run,apps/payroll/urls.py,apps/payroll/views.py,func,require_permission('payroll.manage'),,,,1,0,1,0,0,,0,0,0
runs/<int:run_id>/,run_detail,apps/payroll/urls.py,apps/payroll/views.py,func,"require_permission('payroll.view', 'payroll.manage')",,,,1,0,1,0,0,,0,0,0
runs/<int:run_id>/generate/,generate_run,apps/payroll/urls.py,apps/payroll/views.py,func,require_permission('payroll.manage'),,,,1,0,1,0,0,,0,0,0
runs/<int:run_id>/mark-paid/,mark_run_paid,apps/payroll/urls.py,apps/payroll/views.py,func,require_permission('payroll.manage') | require_POST,,,,1,0,1,0,0,,0,0,0
runs/<int:run_id>/disbursement.csv,export_disbursement,apps/payroll/urls.py,apps/payroll/views.py,func,"require_permission('payroll.view', 'payroll.manage') | require_GET",,,,1,0,1,0,0,,0,0,0
employee/payslips/,employee_payslips,apps/payroll/urls.py,apps/payroll/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
employee/leave/,employee_leave,apps/payroll/urls.py,apps/payroll/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
lifecycle/,tenant_lifecycle_dashboard,apps/platform_runtime/urls.py,apps/platform_runtime/views_tenant_lifecycle.py,func,login_required,,,,1,0,0,0,0,,0,0,0
implementation/,implementation_command_center,apps/platform_runtime/urls.py,apps/platform_runtime/views_operational_center.py,func,login_required,,,,1,0,0,0,0,,0,0,0
implementation/blockers.json,implementation_missing_data_blockers_json,apps/platform_runtime/urls.py,apps/platform_runtime/views_operational_center.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
support-playbooks/,support_playbook_center,apps/platform_runtime/urls.py,apps/platform_runtime/views_operational_center.py,func,login_required,,,,1,0,0,0,0,,0,0,0
pilot-evidence/,pilot_evidence_dashboard,apps/platform_runtime/urls.py,apps/platform_runtime/views_operational_center.py,func,login_required,,,,1,0,0,0,0,,0,0,0
pilot-defects/,pilot_defect_dashboard,apps/platform_runtime/urls.py,apps/platform_runtime/views_operational_center.py,func,"login_required | csrf_protect | require_http_methods(['GET', 'POST'])",,,,1,0,0,0,0,,0,0,0
ai/stream/,ai_stream_view,apps/portal/urls.py,apps/portal/views_ai_stream.py,func,csrf_protect | login_required | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
ai/mode/,ai_mode_view,apps/portal/urls.py,apps/portal/views_ai_mode.py,func,"require_http_methods(['GET', 'POST'])",,,,1,0,0,1,0,,0,0,0
security/mfa-policy/,mfa_policy_view,apps/portal/urls.py,apps/portal/views_mfa_policy.py,func,"require_http_methods(['GET', 'POST'])",,,,1,0,0,1,0,,0,0,0
copilot/rail/context/,TenantCopilotRailContextView.as_view,apps/portal/urls.py,apps/portal/views_copilot_rail.py,class,never_cache,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
copilot/rail/insights/,TenantCopilotRailInsightsView.as_view,apps/portal/urls.py,apps/portal/views_copilot_rail.py,class,never_cache,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
copilot/rail/send/,TenantCopilotRailSendView.as_view,apps/portal/urls.py,apps/portal/views_copilot_rail.py,class,never_cache,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
copilot/rail/send-stream/,TenantCopilotRailSendStreamView.as_view,apps/portal/urls.py,apps/portal/views_copilot_rail.py,class,never_cache,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
